memory,source_hint,family,present,count,symbol_count,dominant_axes,field_profile,sehen_form_salience,sehen_memory_recall,hoeren_stimulation,kontakt_druck,feldaufnahme_druck,mcm_kohaerenz,mcm_spannung,mcm_asymmetrie,feldsignatur
SYN1772_B_3000_5000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_B_4000_5000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_B_5000_6000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_B_6000_7000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_B_6000_8000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_B_7000_8000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_0_1000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_0_2000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_1000_2000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_2000_3000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_3000_4000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_3000_5000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_4000_5000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_5000_6000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_6000_7000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_6000_8000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1772_C_7000_8000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_0_1000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_0_2000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_1000_2000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_2000_3000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_3000_4000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_3000_5000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_4000_5000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_5000_6000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_6000_7000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_6000_8000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_A_7000_8000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_B_0_1000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_B_0_2000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_B_1000_2000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_B_2000_3000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_B_5000_6000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_B_6000_7000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_B_6000_8000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_B_7000_8000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_0_1000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_0_2000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_1000_2000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_2000_3000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_3000_4000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_3000_5000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_4000_5000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_5000_6000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_6000_7000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_6000_8000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN1773_C_7000_8000,sonstige,dio_14wj,0,0,0,-,inner_effect_stable:1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
