preview_symbol,old_role,new_role,old_count,new_count,count_delta,old_world_count,new_world_count,world_count_delta,top_world,top_world_share,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score
dio_mcm_episode_0ww122h,nebenrolle,nebenrolle,12,15,3,11,13,2,BTC_10K_A,0.133333,BTC_10K_A:2;FOLLOW_EQ10K_XRP_2024_5M:2;BTC_FIELD_QUIET_03:1;BTC_LONG_2024_5M_QUIET:1;BTC_SHIFT_2025_15M_16000_17000:1;BTC_SHIFT_2025_1H_4000_5000:1;BTC_SHIFT_2025_30M_10000_11000:1;BTC_STRESS_2024_5M:1;DOGE_1H_B:1;FOLLOW_DOGE_2024_5M_2000:1,shift:3;doge:3;btc:2;quiet:2;xrp:2;sol:2;stress:1,0.204693,0.192353,0.04923,0.549854
dio_mcm_episode_1kebzg8,nebenrolle,nebenrolle,11,14,3,9,11,2,FOLLOW_EQ10K_XRP_2024_5M,0.142857,FOLLOW_EQ10K_XRP_2024_5M:2;FOLLOW_XRP_2024_5M_2000:2;REAL_TIME_2024_XRP:2;BTC_1H_C:1;BTC_FIELD_QUIET_04:1;BTC_FIELD_QUIET_05:1;BTC_SHIFT_2025_1H_4000_5000:1;FOLLOW_EQ10K_DOGE_2024_5M:1;PAXG_1H_A:1;QUIET_NEAR_PAXG2024_1H:1,xrp:6;quiet:3;btc:2;shift:1;doge:1;paxg:1,0.173591,0.076493,0.104108,0.571594
dio_mcm_episode_16yidit,nebenrolle,nebenrolle,14,17,3,12,13,1,FOLLOW_EQ10K_DOGE_2024_5M,0.176471,FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_DOGE_2024_5M_2000:2;QUIET_NEAR_PAXG2024_1H:2;BTC_1H_C:1;BTC_FIELD_QUIET_05:1;BTC_SHIFT_2025_1H_4000_5000:1;DOGE_1H_A:1;FOLLOW_XRP_2024_5M_2000:1;QUIET_NEAR_PAXG2025_1H:1;REAL_FOLLOW_DOGE_6000:1,doge:7;quiet:4;xrp:3;btc:1;shift:1;sol:1,0.195249,0.080165,0.106041,0.541021
dio_mcm_episode_1416rrs,nebenrolle,nebenrolle,14,16,2,8,10,2,BTC_STRESS_2025_5M,0.1875,BTC_STRESS_2025_5M:3;SOL_10K_A:3;FOLLOW_XRP_2024_5M_2000:2;REAL_TIME_2024_XRP:2;BTC_10K_A:1;BTC_FIELD_QUIET_02:1;BTC_LONG_2025_5M_QUIET:1;FOLLOW_EQ10K_DOGE_2024_5M:1;FOLLOW_EQ10K_XRP_2024_5M:1;QUIET_NEAR_BTC_1869:1,xrp:5;quiet:3;stress:3;sol:3;btc:1;doge:1,0.178839,0.136091,0.080322,0.571796
dio_mcm_episode_01u58q5,nebenrolle,nebenrolle,164,166,2,6,7,1,FOLLOW_XRP_2024_5M_2000,0.277108,FOLLOW_XRP_2024_5M_2000:46;REAL_TIME_2024_XRP:46;BTC_10K_A:36;SOL_10K_A:28;BTC_STRESS_2025_5M:7;FOLLOW_EQ10K_XRP_2024_5M:2;BTC_FIELD_QUIET_02:1,xrp:94;btc:36;sol:28;stress:7;quiet:1,0.234149,0.085658,0.27547,0.442718
dio_mcm_episode_0d5sirp,nebenrolle,nebenrolle,41,43,2,18,19,1,BTC_FIELD_QUIET_02,0.069767,BTC_FIELD_QUIET_02:3;BTC_FIELD_QUIET_04:3;BTC_SHIFT_2025_15M_16000_17000:3;BTC_SHIFT_2025_30M_10000_11000:3;BTC_STRESS_2025_5M:3;REAL_FOLLOW_PAXG_6000:3;REAL_FOLLOW_XRP_6000:3;BTC_FIELD_QUIET_05:2;BTC_LONG_2024_5M_QUIET:2;FOLLOW_DOGE_2024_5M_2000:2,quiet:14;xrp:9;paxg:7;shift:6;stress:3;doge:3;btc:1,0.317051,0.251034,0.108106,0.437206
dio_mcm_episode_0z1w5lo,nebenrolle,nebenrolle,30,32,2,16,17,1,BTC_1H_C,0.125,BTC_1H_C:4;REAL_FOLLOW_BTC_6000:4;BTC_1H_A:3;REAL_FOLLOW_SOL_6000:3;BTC_SHIFT_2025_1H_4000_5000:2;BTC_SHIFT_2025_30M_10000_11000:2;DOGE_1H_B:2;FOLLOW_EQ10K_XRP_2024_5M:2;PAXG_1H_A:2;BTC_FIELD_QUIET_03:1,btc:11;xrp:5;shift:4;sol:4;quiet:3;doge:2;paxg:2;stress:1,0.276597,0.183912,0.106086,0.469291
dio_mcm_episode_09ugoh7,nebenrolle,nebenrolle,26,28,2,10,11,1,SOL_10K_A,0.214286,SOL_10K_A:6;BTC_10K_A:3;BTC_FIELD_QUIET_02:3;BTC_STRESS_2025_5M:3;REAL_FOLLOW_SOL_6000:3;BTC_LONG_2025_5M_QUIET:2;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_KAS_2024_5M_2000:2;QUIET_NEAR_BTC_1869:2;FOLLOW_XRP_2024_5M_2000:1,sol:9;quiet:7;btc:3;stress:3;doge:2;other:2;xrp:2,0.219084,0.120824,0.098588,0.522677
dio_mcm_episode_0ptcfn6,nebenrolle,nebenrolle,18,20,2,8,9,1,BTC_LONG_2025_5M_QUIET,0.15,BTC_LONG_2025_5M_QUIET:3;FOLLOW_PAXG_2024_5M_2000:3;QUIET_NEAR_BTC_1869:3;REAL_TIME_2024_PAXG:3;XRP_1H_A:3;FOLLOW_EQ10K_XRP_2024_5M:2;BTC_10K_A:1;BTC_1H_A:1;REAL_FOLLOW_XRP_6000:1,quiet:6;xrp:6;paxg:6;btc:2,0.189766,0.048858,0.083967,0.566688
dio_mcm_episode_0y53nyb,nebenrolle,nebenrolle,22,23,1,10,11,1,BTC_1H_B,0.130435,BTC_1H_B:3;BTC_FIELD_QUIET_04:3;BTC_FIELD_QUIET_05:3;BTC_STRESS_2024_5M:3;BTC_STRESS_2025_5M:3;BTC_LONG_2024_5M_QUIET:2;QUIET_NEAR_SOL_SIDEWAYS:2;BTC_1H_A:1;BTC_SHIFT_2025_30M_10000_11000:1;FOLLOW_EQ10K_XRP_2024_5M:1,quiet:10;stress:6;btc:4;shift:1;xrp:1;paxg:1,0.19954,0.218907,0.125484,0.536559
dio_mcm_episode_1200bb0,nebenrolle,nebenrolle,19,20,1,16,17,1,REAL_FOLLOW_SOL_6000,0.15,REAL_FOLLOW_SOL_6000:3;REAL_TIME_2023_SOL_ALTSEQ_A:2;BTC_1H_A:1;BTC_1H_B:1;BTC_1H_C:1;BTC_LONG_2024_5M_QUIET:1;BTC_SHIFT_2025_15M_16000_17000:1;BTC_SHIFT_2025_1H_4000_5000:1;DOGE_1H_A:1;FOLLOW_EQ10K_XRP_2024_5M:1,sol:7;btc:3;shift:2;doge:2;xrp:2;paxg:2;quiet:1;other:1,0.238154,0.123677,0.093366,0.50246
dio_mcm_episode_1u5i0pf,nebenrolle,nebenrolle,15,16,1,10,11,1,FOLLOW_XRP_2024_5M_2000,0.1875,FOLLOW_XRP_2024_5M_2000:3;REAL_TIME_2024_XRP:3;FOLLOW_DOGE_2024_5M_2000:2;BTC_10K_A:1;BTC_1H_B:1;BTC_FIELD_QUIET_03:1;BTC_SHIFT_2025_15M_16000_17000:1;FOLLOW_EQ10K_PAXG_2024_5M:1;QUIET_NEAR_BTC_FIELD_01:1;REAL_FOLLOW_PAXG_6000:1,xrp:7;btc:2;quiet:2;doge:2;paxg:2;shift:1,0.181642,0.077003,0.111654,0.56217
dio_mcm_episode_1dpkuqy,nebenrolle,nebenrolle,14,15,1,10,11,1,BTC_10K_A,0.133333,BTC_10K_A:2;FOLLOW_XRP_2024_5M_2000:2;QUIET_NEAR_PAXG2024_1H:2;REAL_TIME_2024_XRP:2;BTC_1H_C:1;BTC_SHIFT_2025_1H_4000_5000:1;BTC_SHIFT_2025_30M_10000_11000:1;BTC_STRESS_2025_5M:1;DOGE_1H_A:1;FOLLOW_EQ10K_DOGE_2024_5M:1,xrp:5;btc:3;shift:2;doge:2;quiet:2;stress:1,0.186962,0.145178,0.083089,0.566725
dio_mcm_episode_16lqhxj,nebenrolle,nebenrolle,10,11,1,10,11,1,BTC_10K_A,0.090909,BTC_10K_A:1;BTC_STRESS_2024_5M:1;DOGE_1H_A:1;FOLLOW_EQ10K_DOGE_2024_5M:1;PAXG_1H_A:1;QUIET_NEAR_PAXG2025_1H:1;REAL_FOLLOW_DOGE_6000:1;REAL_FOLLOW_PAXG_6000:1;REAL_FOLLOW_XRP_6000:1;SOL_10K_A:1,doge:3;paxg:2;xrp:2;btc:1;stress:1;quiet:1;sol:1,0.169486,0.082027,0.060196,0.588613
dio_mcm_episode_0vig3jz,breite_grundrolle,breite_grundrolle,12113,12113,0,9,9,0,REAL_TIME_2024_PAXG,0.234129,REAL_TIME_2024_PAXG:2836;REAL_TIME_2024_BTC_5M:2302;REAL_TIME_2024_SOL_ALTSEQ_A:1855;REAL_FOLLOW_PAXG_6000:1748;PAXG_1846_A:1722;QUIET_NEAR_PAXG2024_1H:723;REAL_FOLLOW_BTC_6000:713;BTC_LONG_2025_5M_QUIET:107;QUIET_NEAR_BTC_1869:107,paxg:6306;btc:3015;sol:1855;quiet:937,0.532391,0.133917,0.447986,0.128105
dio_mcm_episode_1fdlu6e,breite_grundrolle,breite_grundrolle,2542,2542,0,11,11,0,REAL_TIME_2024_BTC_5M,0.397325,REAL_TIME_2024_BTC_5M:1010;QUIET_NEAR_PAXG2024_1H:715;REAL_FOLLOW_BTC_6000:285;REAL_FOLLOW_XRP_6000:154;REAL_TIME_2024_SOL_ALTSEQ_A:145;REAL_FOLLOW_DOGE_6000:129;REAL_TIME_2024_PAXG:53;REAL_FOLLOW_PAXG_6000:19;PAXG_1846_A:14;BTC_LONG_2025_5M_QUIET:9,btc:1295;quiet:733;xrp:154;sol:145;doge:129;paxg:86,0.430737,0.106938,0.367671,0.204499
dio_mcm_episode_0rbjarj,milieurolle,milieurolle,1923,1923,0,9,9,0,REAL_FOLLOW_PAXG_6000,0.320333,REAL_FOLLOW_PAXG_6000:616;QUIET_NEAR_BTC_1869:373;BTC_LONG_2025_5M_QUIET:370;BTC_FIELD_QUIET_04:294;REAL_TIME_2023_SOL_ALTSEQ_A:117;REAL_TIME_2024_BTC_5M:100;BTC_FIELD_QUIET_03:44;DOGE_1H_A:8;QUIET_NEAR_PAXG2025_1H:1,quiet:1082;paxg:616;sol:117;btc:100;doge:8,0.371439,0.08369,0.397513,0.244459
dio_mcm_episode_14xx81a,milieurolle,milieurolle,1157,1157,0,6,6,0,REAL_FOLLOW_PAXG_6000,0.721694,REAL_FOLLOW_PAXG_6000:835;REAL_TIME_2024_SOL_ALTSEQ_A:155;PAXG_1846_A:100;BTC_LONG_2025_5M_QUIET:31;QUIET_NEAR_BTC_1869:31;REAL_TIME_2024_BTC_5M:5,paxg:935;sol:155;quiet:62;btc:5,0.206167,0.044397,0.548497,0.321261
dio_mcm_episode_0ca57t8,uebergangsrolle,uebergangsrolle,411,411,0,12,12,0,REAL_FOLLOW_PAXG_6000,0.221411,REAL_FOLLOW_PAXG_6000:91;BTC_STRESS_2024_5M:66;BTC_1H_A:65;BTC_LONG_2024_5M_QUIET:50;QUIET_NEAR_BTC_FIELD_01:39;BTC_SHIFT_2025_30M_10000_11000:38;DOGE_1H_B:19;DOGE_1H_A:14;BTC_SHIFT_2025_1H_4000_5000:12;BTC_1H_C:10,quiet:92;paxg:91;btc:79;stress:66;shift:50;doge:33,0.425132,0.431006,0.1232,0.324303
dio_mcm_episode_1aejc9m,breite_grundrolle,breite_grundrolle,255,255,0,20,20,0,SOL_10K_A,0.137255,SOL_10K_A:35;BTC_SHIFT_2025_30M_10000_11000:32;BTC_LONG_2024_5M_QUIET:26;FOLLOW_KAS_2024_5M_2000:23;REAL_FOLLOW_XRP_6000:22;QUIET_NEAR_PAXG2024_1H:18;REAL_TIME_2023_SOL_ALTSEQ_A:18;BTC_1H_B:14;DOGE_1H_B:14;FOLLOW_DOGE_2024_5M_2000:11,sol:72;quiet:50;shift:34;btc:26;doge:25;xrp:24;other:23;paxg:1,0.467218,0.28313,0.137569,0.306402
dio_mcm_episode_00svqqo,nebenrolle,nebenrolle,87,87,0,9,9,0,BTC_10K_A,0.298851,BTC_10K_A:26;REAL_FOLLOW_XRP_6000:23;PAXG_1H_A:12;BTC_STRESS_2025_5M:9;REAL_TIME_2024_BTC_5M:7;FOLLOW_DOGE_2024_5M_2000:5;XRP_1H_A:3;REAL_FOLLOW_BTC_6000:1;REAL_FOLLOW_SOL_6000:1,btc:34;xrp:26;paxg:12;stress:9;doge:5;sol:1,0.246509,0.138582,0.163063,0.462933
dio_mcm_episode_19h8lor,nebenrolle,nebenrolle,85,85,0,16,16,0,BTC_LONG_2025_5M_QUIET,0.164706,BTC_LONG_2025_5M_QUIET:14;QUIET_NEAR_BTC_1869:14;BTC_1H_B:11;BTC_1H_A:7;QUIET_NEAR_PAXG2024_1H:6;FOLLOW_PAXG_2024_5M_2000:5;REAL_TIME_2024_PAXG:5;PAXG_1H_A:4;FOLLOW_XRP_2024_5M_2000:3;REAL_FOLLOW_PAXG_6000:3,quiet:34;btc:22;paxg:17;xrp:8;shift:2;sol:2,0.324051,0.099167,0.158984,0.406469
dio_mcm_episode_13nf5kn,nebenrolle,nebenrolle,58,58,0,5,5,0,BTC_10K_A,0.62069,BTC_10K_A:36;BTC_STRESS_2025_5M:9;QUIET_NEAR_PAXG2025_1H:9;BTC_LONG_2025_5M_QUIET:2;QUIET_NEAR_BTC_1869:2,btc:36;quiet:13;stress:9,0.14595,0.11912,0.245679,0.550908
dio_mcm_episode_16nc9gj,nebenrolle,nebenrolle,36,36,0,15,15,0,BTC_1H_C,0.083333,BTC_1H_C:3;BTC_SHIFT_2025_1H_4000_5000:3;DOGE_1H_B:3;FOLLOW_DOGE_2024_5M_2000:3;PAXG_1H_A:3;REAL_FOLLOW_SOL_6000:3;REAL_TIME_2023_SOL_ALTSEQ_A:3;REAL_TIME_2024_SOL_ALTSEQ_A:3;SOL_10K_A:3;BTC_10K_A:2,sol:12;btc:6;doge:6;shift:4;paxg:3;other:2;xrp:2;quiet:1,0.276094,0.148153,0.107397,0.473619
dio_mcm_episode_0mfdlry,nebenrolle,nebenrolle,25,25,0,14,14,0,BTC_SHIFT_2025_15M_16000_17000,0.12,BTC_SHIFT_2025_15M_16000_17000:3;FOLLOW_DOGE_2024_5M_2000:3;QUIET_NEAR_SOL_SIDEWAYS:3;BTC_FIELD_QUIET_02:2;BTC_SHIFT_2025_30M_10000_11000:2;REAL_FOLLOW_BTC_6000:2;REAL_FOLLOW_SOL_6000:2;REAL_FOLLOW_XRP_6000:2;BTC_1H_A:1;BTC_FIELD_QUIET_05:1,quiet:7;shift:5;btc:3;doge:3;sol:3;xrp:2;stress:1;paxg:1,0.242925,0.214114,0.081463,0.50632
dio_mcm_episode_1kwexso,nebenrolle,nebenrolle,25,25,0,10,10,0,BTC_1H_C,0.12,BTC_1H_C:3;BTC_SHIFT_2025_1H_4000_5000:3;DOGE_1H_B:3;PAXG_1H_A:3;REAL_FOLLOW_SOL_6000:3;REAL_TIME_2024_SOL_ALTSEQ_A:3;SOL_10K_A:3;REAL_TIME_2023_SOL_ALTSEQ_A:2;BTC_1H_A:1;BTC_SHIFT_2025_30M_10000_11000:1,sol:11;btc:4;shift:4;doge:3;paxg:3,0.210817,0.141695,0.131297,0.5403
dio_mcm_episode_0nn6ri9,nebenrolle,nebenrolle,22,22,0,10,10,0,BTC_1H_C,0.136364,BTC_1H_C:3;BTC_SHIFT_2025_1H_4000_5000:3;QUIET_NEAR_PAXG2025_1H:3;REAL_FOLLOW_SOL_6000:3;SOL_10K_A:3;DOGE_1H_B:2;PAXG_1H_A:2;BTC_1H_A:1;FOLLOW_KAS_2024_5M_2000:1;REAL_TIME_2024_SOL_ALTSEQ_A:1,sol:7;btc:4;shift:3;quiet:3;doge:2;paxg:2;other:1,0.203224,0.124369,0.091176,0.549321
dio_mcm_episode_1elnwvw,nebenrolle,nebenrolle,21,21,0,8,8,0,BTC_FIELD_QUIET_02,0.142857,BTC_FIELD_QUIET_02:3;BTC_SHIFT_2025_15M_16000_17000:3;FOLLOW_XRP_2024_5M_2000:3;QUIET_NEAR_BTC_FIELD_01:3;QUIET_NEAR_PAXG2024_1H:3;REAL_TIME_2024_XRP:3;REAL_FOLLOW_PAXG_6000:2;QUIET_NEAR_SOL_SIDEWAYS:1,quiet:10;xrp:6;shift:3;paxg:2,0.175474,0.111391,0.136629,0.575139
dio_mcm_episode_1dxx3n8,nebenrolle,nebenrolle,19,19,0,8,8,0,REAL_TIME_2024_SOL_ALTSEQ_A,0.263158,REAL_TIME_2024_SOL_ALTSEQ_A:5;PAXG_1846_A:3;REAL_FOLLOW_PAXG_6000:3;REAL_TIME_2024_BTC_5M:3;REAL_FOLLOW_BTC_6000:2;BTC_LONG_2025_5M_QUIET:1;QUIET_NEAR_BTC_1869:1;REAL_TIME_2024_PAXG:1,paxg:7;btc:5;sol:5;quiet:2,0.168701,0.045227,0.102233,0.582203
dio_mcm_episode_0y7hhur,nebenrolle,nebenrolle,16,16,0,8,8,0,REAL_TIME_2024_SOL_ALTSEQ_A,0.3125,REAL_TIME_2024_SOL_ALTSEQ_A:5;REAL_TIME_2024_BTC_5M:4;PAXG_1846_A:2;BTC_LONG_2025_5M_QUIET:1;QUIET_NEAR_BTC_1869:1;REAL_FOLLOW_PAXG_6000:1;REAL_FOLLOW_XRP_6000:1;REAL_TIME_2024_PAXG:1,sol:5;paxg:4;btc:4;quiet:2;xrp:1,0.154289,0.041799,0.081654,0.594331
dio_mcm_episode_0qm3991,nebenrolle,nebenrolle,15,15,0,8,8,0,BTC_LONG_2025_5M_QUIET,0.2,BTC_LONG_2025_5M_QUIET:3;QUIET_NEAR_BTC_1869:3;BTC_1H_A:2;FOLLOW_PAXG_2024_5M_2000:2;REAL_TIME_2024_PAXG:2;BTC_SHIFT_2025_30M_10000_11000:1;QUIET_NEAR_SOL_SIDEWAYS:1;XRP_1H_A:1,quiet:7;paxg:4;btc:2;shift:1;xrp:1,0.148838,0.064888,0.119099,0.598885
dio_mcm_episode_0sscnvc,nebenrolle,nebenrolle,12,12,0,12,12,0,BTC_10K_A,0.083333,BTC_10K_A:1;BTC_1H_C:1;BTC_FIELD_QUIET_04:1;BTC_LONG_2025_5M_QUIET:1;BTC_SHIFT_2025_1H_4000_5000:1;BTC_SHIFT_2025_30M_10000_11000:1;DOGE_1H_A:1;QUIET_NEAR_BTC_1869:1;QUIET_NEAR_BTC_FIELD_01:1;QUIET_NEAR_PAXG2024_1H:1,quiet:5;btc:3;shift:2;doge:1;xrp:1,0.175907,0.120169,0.094683,0.573686
dio_mcm_episode_0vacb4t,nebenrolle,nebenrolle,12,12,0,9,9,0,BTC_FIELD_QUIET_05,0.166667,BTC_FIELD_QUIET_05:2;PAXG_1H_A:2;REAL_FOLLOW_BTC_6000:2;BTC_10K_A:1;BTC_1H_A:1;BTC_FIELD_QUIET_02:1;FOLLOW_XRP_2024_5M_2000:1;REAL_FOLLOW_XRP_6000:1;REAL_TIME_2024_XRP:1,btc:4;quiet:3;xrp:3;paxg:2,0.159259,0.041888,0.077388,0.602738
dio_mcm_episode_134512u,nebenrolle,nebenrolle,12,12,0,10,10,0,REAL_FOLLOW_DOGE_6000,0.25,REAL_FOLLOW_DOGE_6000:3;BTC_10K_A:1;BTC_SHIFT_2025_30M_10000_11000:1;PAXG_1846_A:1;QUIET_NEAR_PAXG2024_1H:1;REAL_FOLLOW_BTC_6000:1;REAL_FOLLOW_SOL_6000:1;REAL_FOLLOW_XRP_6000:1;REAL_TIME_2024_BTC_5M:1;SOL_10K_A:1,btc:3;doge:3;sol:2;shift:1;paxg:1;quiet:1;xrp:1,0.157747,0.077764,0.05759,0.592098
