asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,row_type,worlds,avg_kernfamilien,avg_oberflaechen,avg_source_family_overlap,avg_source_kern_overlap,states,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_06s7,243,3,field_stabil,70,0.012363122571529495,0.7679282285714285,0.14388872857142856,0.7668836857142857,0.8915094571428571,93,0.016425291416460614,0.773499623655914,0.14775231182795698,0.883492935483871,0.9562950107526881,80,0.01412928293889085,0.772680275,0.1487321125,0.90037305,0.9638834875000001,0.0017661603673613559,0.13348936428571434,0.07237403035714296,0.004843383928571449,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1lsu,231,3,field_stabil,70,0.012363122571529495,0.7467917,0.172679,0.7570152,0.8848162142857142,66,0.011656658424584953,0.753003196969697,0.17515325757575756,0.8938084696969697,0.9540571212121213,95,0.016778523489932886,0.7530421894736842,0.17560770526315791,0.8867207894736842,0.9556781263157895,0.004415400918403391,0.12970558947368416,0.0708619120300753,0.002928705263157916,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0oc3,225,3,field_stabil,79,0.013952666902154716,0.7324991139240506,0.1899909493670886,0.7667674050632911,0.8934231772151899,70,0.012363122571529495,0.7380591571428572,0.19426859999999999,0.9007537714285715,0.9591751428571428,76,0.013422818791946308,0.7382618157894737,0.1937313947368421,0.8933042368421052,0.9603675,-0.0005298481102084078,0.12653683177881414,0.0669443227848101,0.0037404453697534867,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0obq,218,3,field_stabil,63,0.011126810314376545,0.7436117142857143,0.1759137619047619,0.7432373174603175,0.8808269523809523,77,0.013599434828682444,0.7470747402597403,0.18230114285714286,0.8942012337662337,0.955085961038961,78,0.01377605086541858,0.7478766153846154,0.1802816794871795,0.8965385,0.9611993076923077,0.0026492405510420355,0.1533011825396825,0.08037235531135534,0.004367917582417585,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1q85,216,3,field_stabil,71,0.01253973860826563,0.7406388591549296,0.17839595774647887,0.7615975633802817,0.8874121690140845,61,0.010773578240904275,0.7465184754098361,0.18370316393442623,0.8996218852459017,0.9562014426229508,84,0.014835747085835394,0.7472592142857143,0.18463183333333333,0.9073108571428572,0.9625861547619048,0.0022960084775697637,0.14571329376257547,0.0751739857478203,0.006235875586854456,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1ewh,215,3,field_stabil,84,0.014835747085835394,0.7480198214285715,0.1686837619047619,0.7767522976190475,0.8988458928571429,68,0.012009890498057224,0.7511140147058823,0.17242151470588235,0.8945795147058824,0.9588418823529413,63,0.011126810314376545,0.7499307301587301,0.17403698412698412,0.9063811746031746,0.9637677301587302,-0.0037089367714588494,0.12962887698412706,0.06492183730158729,0.005353222222222231,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_00ja,212,3,field_stabil,69,0.012186506534793359,0.7332505507246376,0.18295289855072464,0.7567722608695653,0.8859322173913043,70,0.012363122571529495,0.7375052714285714,0.18484237142857143,0.885559157142857,0.9525570285714284,73,0.012892970681737902,0.7378581780821918,0.1867072602739726,0.8988538767123287,0.9595890684931507,0.0007064641469445437,0.14208161584276346,0.07365685110184639,0.003754361723247973,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_06er,210,3,field_stabil,73,0.012892970681737902,0.7694339863013698,0.1410394520547945,0.7486421369863013,0.8884042191780822,53,0.009360649947015189,0.777516641509434,0.14532796226415096,0.8963896226415095,0.9570085471698112,84,0.014835747085835394,0.7808174166666666,0.14611785714285713,0.8839295,0.958458011904762,0.0019427764040974918,0.1352873630136987,0.07005379272667978,0.005078405088062621,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1kpz,201,3,field_stabil,72,0.012716354645001766,0.7676827222222222,0.14331804166666667,0.7660542361111111,0.8918563194444444,66,0.011656658424584953,0.7731735757575758,0.14816577272727272,0.9046442727272728,0.9592612727272728,63,0.011126810314376545,0.7709230476190476,0.14938309523809523,0.909555380952381,0.9642736666666666,-0.0015895443306252217,0.14350114484126986,0.07241734722222215,0.006065053571428558,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0tay,188,3,field_stabil,67,0.011833274461321088,0.7572242835820895,0.16147629850746267,0.7505968208955225,0.8846992537313433,50,0.008830801836806783,0.75801446,0.1670126,0.9095846399999999,0.95917672,71,0.01253973860826563,0.7594543661971831,0.16651573239436618,0.8991741408450704,0.9610993802816902,0.000706464146944542,0.14857731994954793,0.07640012655034689,0.005039433886903505,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0g2r,171,3,field_stabil,70,0.012363122571529495,0.7465109285714285,0.16737218571428572,0.7610483714285715,0.8871074,57,0.010067114093959731,0.7481997894736842,0.17341794736842106,0.8898472105263158,0.953982,44,0.007771105616389968,0.7497239318181819,0.17196611363636363,0.9170349545454546,0.9631396590909092,-0.0045920169551395265,0.15598658311688307,0.07603225909090916,0.004593927922077912,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_09bn,171,3,field_stabil,57,0.010067114093959731,0.7650115964912281,0.14956077192982456,0.7343523333333334,0.8760111754385965,53,0.009360649947015189,0.7707558679245282,0.1562175283018868,0.9165100566037735,0.9590993584905659,61,0.010773578240904275,0.7727919344262295,0.15368862295081967,0.9109532295081968,0.9615470327868852,0.0007064641469445437,0.1766008961748634,0.08553585734828872,0.00412785102099511,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1492,169,3,field_stabil,59,0.010420346167432003,0.7759820508474576,0.13955277966101695,0.7495654576271187,0.8814826101694916,59,0.010420346167432003,0.7778926440677966,0.14257493220338982,0.8878011186440677,0.955035372881356,51,0.009007417873542917,0.7775863725490196,0.1437842745098039,0.9138777254901962,0.9658604509803921,-0.0014129282938890857,0.1643122678630775,0.0843778408109005,0.00423149484878696,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0nlj,161,3,field_stabil,52,0.009184033910279053,0.7769887307692307,0.1378696153846154,0.728841673076923,0.8703937307692308,51,0.009007417873542917,0.7797975686274509,0.14193260784313724,0.8938063529411765,0.9552859607843137,58,0.010243730130695867,0.778935603448276,0.14351558620689656,0.9064138793103448,0.9633614137931034,0.0010596962204168139,0.17757220623342174,0.0929676830238726,0.00564597082228116,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0dd2,152,3,field_stabil,47,0.008300953726598375,0.7625621276595745,0.151941,0.6929994680851064,0.8595880425531915,48,0.008477569763334511,0.7666764583333333,0.15968320833333333,0.8806725625,0.9516088541666666,57,0.010067114093959731,0.7698577543859649,0.15974256140350876,0.8980356842105264,0.961009298245614,0.0017661603673613559,0.20503621612542,0.10142125569242244,0.007801561403508767,kernfamilie_mit_feldzeitverdichtung
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_19pg,147,3,field_stabil,52,0.009184033910279053,0.7364861346153847,0.17959251923076922,0.7281134615384615,0.8711953653846154,46,0.008124337689862239,0.7393725000000001,0.18559921739130433,0.8942358913043478,0.9533624347826087,49,0.008654185800070647,0.7392406122448979,0.18747851020408163,0.9171726938775511,0.9640397959183673,-0.0005298481102084061,0.1890592323390896,0.09284443053375191,0.007885990973312412,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1u5i,140,3,field_stabil,49,0.008654185800070647,0.7597585714285714,0.14891438775510205,0.7136596530612246,0.8670107755102041,44,0.007771105616389968,0.7624332500000001,0.15564704545454544,0.9061171363636364,0.9580852954545453,47,0.008300953726598375,0.763303085106383,0.15657578723404256,0.9262401914893617,0.9668353191489362,-0.00035323207347227187,0.21258053842813707,0.09982454363873206,0.0076613994789405115,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1gp2,139,3,field_stabil,43,0.007594489579653832,0.7425859302325581,0.16988883720930234,0.6980536744186047,0.8527095581395349,48,0.008477569763334511,0.7455987708333334,0.17297766666666667,0.8683658541666667,0.9436991666666666,48,0.008477569763334511,0.7488386458333333,0.173794625,0.9044274375,0.9575178333333333,0.0008830801836806788,0.20637376308139532,0.10480827519379843,0.003905787790697668,kernfamilie_mit_feldzeitverdichtung
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_04uf,132,3,field_stabil,50,0.008830801836806783,0.73257714,0.18839704000000002,0.71000766,0.86238734,45,0.007947721653126103,0.7370997777777777,0.1894011777777778,0.8892889333333334,0.9485459111111112,37,0.006534793359237019,0.7375709189189189,0.1915294864864865,0.9187895675675675,0.9595874054054054,-0.0022960084775697637,0.20878190756756743,0.09720006540540549,0.003132446486486473,anschlussfaehige_oberflaeche
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1jc2,130,3,field_stabil,45,0.007947721653126103,0.7711236888888889,0.13342786666666667,0.7099470888888889,0.8598766888888889,39,0.00688802543270929,0.7766716153846154,0.14076571794871795,0.9029038461538462,0.9551269487179488,46,0.008124337689862239,0.7784016739130435,0.1411366304347826,0.9175556739130435,0.9632614347826087,0.00017661603673613593,0.20760858502415458,0.10338474589371982,0.007708763768115939,kernfamilie_mit_feldzeitverdichtung
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_07uk,120,3,field_stabil,36,0.006358177322500883,0.7643196388888889,0.1532402777777778,0.6542011666666666,0.8344380833333334,40,0.007064641469445425,0.76625135,0.16242675,0.9076633,0.949747575,44,0.007771105616389968,0.7664594545454545,0.16158881818181817,0.9156654772727273,0.9585525454545455,0.0014129282938890849,0.2614643106060607,0.12411446212121213,0.008348540404040372,kernfamilie_mit_feldzeitverdichtung
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0jkk,116,3,field_stabil,44,0.007771105616389968,0.7211178636363637,0.19877288636363638,0.6984641818181818,0.8547262272727273,45,0.007947721653126103,0.7243877333333333,0.20621033333333333,0.9044562222222222,0.9520198444444444,27,0.004768632991875662,0.7253376666666667,0.2102188888888889,0.9342413333333334,0.9641348518518519,-0.0030024726245143057,0.23577715151515155,0.10940862457912459,0.011446002525252519,kernfamilie_mit_feldzeitverdichtung
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_05yg,115,3,field_stabil,33,0.005828329212292476,0.7214246969696969,0.19721124242424243,0.6537216666666666,0.829293303030303,38,0.006711409395973154,0.726739052631579,0.2031432894736842,0.906262447368421,0.9484857631578948,44,0.007771105616389968,0.7276066363636363,0.20246759090909092,0.9197404772727272,0.9597256590909091,0.0019427764040974918,0.2660188106060606,0.1304323560606061,0.005256348484848489,kernfamilie_mit_feldzeitverdichtung
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_169a,113,3,field_stabil,43,0.007594489579653832,0.7326789534883721,0.18872927906976744,0.705954465116279,0.8561080697674418,31,0.005475097138820205,0.7362938709677419,0.1969373870967742,0.9151452258064516,0.9536652258064515,39,0.00688802543270929,0.7396758974358975,0.19614358974358975,0.9186868461538461,0.9592881538461538,-0.000706464146944542,0.2127323810375671,0.10318008407871204,0.007414310673822311,kernfamilie_mit_feldzeitverdichtung
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0fe7,109,3,field_stabil,33,0.005828329212292476,0.7501707575757576,0.15855648484848484,0.6584295757575758,0.8354957272727273,33,0.005828329212292476,0.7597165757575758,0.16620548484848485,0.9052540909090909,0.9513904545454546,43,0.007594489579653832,0.7583769534883721,0.1633785581395349,0.9143904651162791,0.961775976744186,0.0017661603673613559,0.2559608893587033,0.12628024947145877,0.004822073291050055,kernfamilie_mit_feldzeitverdichtung
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1cic,109,3,field_stabil,41,0.007241257506181561,0.7523701707317073,0.15559470731707317,0.696773,0.8555897804878049,32,0.00565171317555634,0.75760903125,0.16203184375,0.9124500625,0.95712359375,36,0.006358177322500883,0.7602814722222222,0.16168216666666668,0.9259392222222222,0.9661360277777779,-0.0008830801836806779,0.22916622222222227,0.11054624728997298,0.00608745934959351,kernfamilie_mit_feldzeitverdichtung
DOGE,random_2025_16992,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0kx9,106,3,field_stabil,38,0.006711409395973154,0.7729345789473685,0.1321554210526316,0.6767221315789473,0.8450517368421053,39,0.00688802543270929,0.7770360000000001,0.13965689743589743,0.8946941538461539,0.9504440769230769,29,0.005121865065347933,0.7777420344827586,0.1386861724137931,0.9309745862068965,0.965532551724138,-0.0015895443306252208,0.2542524546279492,0.12048081488203266,0.006530751361161519,kernfamilie_mit_feldzeitverdichtung
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_104t,1218,3,field_stabil,421,0.0743553514659131,0.7563001686460809,0.1635645083135392,0.8046561876484561,0.9315385748218528,380,0.06711409395973154,0.7574761236842106,0.16387686052631578,0.8388673052631578,0.9496284368421053,417,0.07364888731896856,0.7567443884892087,0.1641994076738609,0.8352088824940048,0.9496059304556356,-0.0007064641469445437,0.030552694845548678,0.01806735563378281,0.0006348993603217112,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_155c,764,3,field_stabil,271,0.04786294595549276,0.7511870405904059,0.17113819557195573,0.7957638450184502,0.923548741697417,260,0.045920169551395267,0.7525818538461538,0.1724651423076923,0.8458769538461539,0.9490345961538462,233,0.04115153655951961,0.7521605407725322,0.17316924892703864,0.8569792317596567,0.9522427768240344,-0.006711409395973152,0.06121538674120652,0.02869403512661739,0.0020310533550829124,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0m9z,675,3,field_stabil,216,0.0381490639350053,0.7424069814814814,0.1814778425925926,0.7985979398148148,0.9203032222222222,236,0.04168138466972801,0.7429748516949152,0.18301680508474577,0.8526260423728813,0.9496393559322034,223,0.03938537619215825,0.7432952286995517,0.18254969506726457,0.855702201793722,0.9515219596412556,0.001236312257152948,0.05710426197890728,0.03121873741903347,0.0010718524746719804,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0l7p,592,3,field_stabil,204,0.03602967149417167,0.7640135931372549,0.15238381862745098,0.8054687500000001,0.9245785686274509,215,0.03797244789826916,0.765520134883721,0.15443138604651163,0.8603439674418605,0.9545037395348837,173,0.030554574355351465,0.7657154566473988,0.15489684393063582,0.871418323699422,0.9576374913294798,-0.0054750971388202035,0.06594957369942189,0.033058922702028926,0.0025130253031848404,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0h9h,545,3,field_stabil,180,0.03179088661250441,0.7605742666666667,0.15663607777777777,0.8044836166666667,0.9206646055555555,196,0.03461674320028259,0.7612007448979592,0.15881635714285713,0.863431637755102,0.9539421734693878,169,0.029848110208406924,0.7623507928994083,0.15886281656804735,0.8767228579881657,0.9584725798816568,-0.0019427764040974883,0.07223924132149906,0.03780797432610128,0.002226738790269578,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_14wj,436,3,field_stabil,141,0.024902861179795125,0.7676805460992908,0.144265,0.7992702340425532,0.9162635531914893,158,0.027905333804309432,0.7688640443037975,0.1475775759493671,0.8734242974683544,0.956689329113924,137,0.02419639703285058,0.7706528686131386,0.14797431386861312,0.8810459489051095,0.9602740656934307,-0.0007064641469445437,0.0817757148625563,0.044010512501941323,0.0037093138686131177,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0pz6,371,3,field_stabil,120,0.021193924408336277,0.7664057,0.15103427500000002,0.795760025,0.9117524416666666,139,0.024549629106322853,0.7690770287769785,0.1536016474820144,0.8788856762589928,0.9562695323741008,112,0.019780996114447193,0.7688729107142857,0.15482090178571428,0.8981769196428572,0.9629116785714286,-0.001412928293889084,0.10241689464285719,0.051159236904761984,0.003786626785714259,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_17ct,330,3,field_stabil,122,0.02154715648180855,0.755196,0.1669881967213115,0.7885934426229508,0.907094549180328,103,0.01819145178382197,0.7583141941747573,0.16918287378640778,0.8935072135922331,0.9574431844660194,105,0.018544683857294242,0.7580318857142858,0.17022250476190479,0.8936217428571428,0.9595359904761904,-0.0030024726245143074,0.10502830023419196,0.05244144129586248,0.003234308040593298,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_06s7,284,3,field_stabil,96,0.016955139526669022,0.7685636041666667,0.14389329166666667,0.784380375,0.9046398020833334,100,0.017661603673613566,0.77043838,0.14689198,0.8842091499999999,0.95719601,88,0.015542211232779936,0.7730655113636363,0.14639990909090908,0.8924554431818182,0.9616284659090909,-0.0014129282938890857,0.10807506818181822,0.05698866382575751,0.0025066174242424077,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_00ly,264,3,field_stabil,91,0.016072059342988342,0.7610282747252748,0.1546574065934066,0.7742314505494505,0.8985257802197801,89,0.01571882726951607,0.7622246516853932,0.15949996629213484,0.8875620000000001,0.9559860561797753,84,0.014835747085835394,0.7607094523809523,0.16163008333333334,0.8936560357142856,0.96070975,-0.001236312257152948,0.11942458516483512,0.062183969780219894,0.006972676739926742,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1kpz,251,3,field_stabil,87,0.0153655951960438,0.7699203793103448,0.14358449425287356,0.7714600229885058,0.89845191954023,66,0.011656658424584953,0.7725684848484848,0.14841977272727272,0.8997738787878787,0.9596365,98,0.017308371600141294,0.7712644081632652,0.14807519387755103,0.8926599081632653,0.9607327448979592,0.0019427764040974935,0.12119988517475955,0.062280825357729275,0.004490699624677463,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_00ja,245,3,field_stabil,86,0.015188979159307664,0.7340147558139535,0.1817963488372093,0.7795096860465117,0.8983966627906976,88,0.015542211232779936,0.736979375,0.18514296590909088,0.8944230795454545,0.9577238977272727,71,0.01253973860826563,0.7365914366197183,0.18662816901408452,0.9106497042253522,0.9638300704225351,-0.002649240551042034,0.13114001817884047,0.06543340763183747,0.004831820176875223,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1lsu,230,3,field_stabil,70,0.012363122571529495,0.7476240000000001,0.17403395714285716,0.7687871142857142,0.8875617142857143,68,0.012009890498057224,0.7518064705882352,0.17506516176470588,0.887463205882353,0.9518030147058824,92,0.016248675379724478,0.7504985,0.17454910869565216,0.897059445652174,0.9577575326086957,0.0038855528081949836,0.12827233136645977,0.07019581832298138,0.0005151515527949957,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1q85,225,3,field_stabil,73,0.012892970681737902,0.7443504109589042,0.17982450684931506,0.7652324383561644,0.8899621095890412,77,0.013599434828682444,0.7464798181818182,0.1833725064935065,0.8899549610389611,0.9549067792207793,75,0.013246202755210172,0.7453371866666667,0.18471405333333335,0.9074827599999999,0.9620696933333333,0.00035323207347227013,0.14225032164383555,0.07210758374429205,0.004889546484018292,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_19pg,215,3,field_stabil,75,0.013246202755210172,0.7371995866666666,0.17996258666666667,0.7568137333333333,0.8886422666666666,77,0.013599434828682444,0.7396103766233766,0.18423675324675326,0.8884011558441559,0.9556618571428572,63,0.011126810314376545,0.7384415396825397,0.1854925873015873,0.912094238095238,0.9635767777777777,-0.0021193924408336277,0.1552805047619047,0.07493451111111116,0.005530000634920623,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0nlj,208,3,field_stabil,70,0.012363122571529495,0.7754599142857143,0.1370862714285714,0.7575102857142857,0.8892968285714286,60,0.010596962204168139,0.7772597,0.14307630000000002,0.9157678166666667,0.9620445166666667,78,0.01377605086541858,0.7784031282051281,0.14231583333333334,0.899004282051282,0.9619610897435898,0.0014129282938890857,0.14149399633699633,0.07266426117216129,0.005229561904761926,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_09bn,208,3,field_stabil,69,0.012186506534793359,0.7669742028985507,0.14879785507246376,0.762120231884058,0.8883415507246376,53,0.009360649947015189,0.7705889622641509,0.15465949056603776,0.9056203962264151,0.9575744905660378,86,0.015188979159307664,0.7689039418604651,0.15403517441860465,0.8896775813953488,0.9582763372093024,0.0030024726245143057,0.12755734951129083,0.06993478648466478,0.005237319346140884,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1ewh,185,3,field_stabil,62,0.01095019427764041,0.7470356129032258,0.1679664677419355,0.7484917903225807,0.8832233870967742,70,0.012363122571529495,0.7493743714285714,0.1731664857142857,0.8979218142857143,0.9572467571428571,53,0.009360649947015189,0.7492219811320755,0.1737309433962264,0.9093978679245284,0.9636744716981133,-0.0015895443306252217,0.16090607760194764,0.0804510846013391,0.005764475654290918,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1492,184,3,field_stabil,49,0.008654185800070647,0.7719749795918367,0.13834055102040815,0.7217950204081632,0.8679789795918367,66,0.011656658424584953,0.7767485606060607,0.1425130303030303,0.8890041212121212,0.953906106060606,69,0.012186506534793359,0.7776164347826088,0.14269914492753621,0.9040298695652175,0.9621050724637681,0.0035323207347227117,0.18223484915705424,0.09412609287193141,0.004358593907128061,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_05yg,178,3,field_stabil,57,0.010067114093959731,0.7221421929824561,0.19681631578947367,0.7379108947368421,0.8737994561403509,53,0.009360649947015189,0.7270030188679245,0.2032292452830189,0.8944456603773585,0.9515759433962264,68,0.012009890498057224,0.7255039999999999,0.20415307352941175,0.9112052941176471,0.9606070441176471,0.0019427764040974935,0.17329439938080493,0.08680758797729615,0.007336757739938082,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0tay,176,3,field_stabil,64,0.01130342635111268,0.75477478125,0.162033765625,0.75246565625,0.884064234375,61,0.010773578240904275,0.7575461639344262,0.16790011475409836,0.9185587213114754,0.963020606557377,51,0.009007417873542917,0.757892568627451,0.1693176274509804,0.9211428627450979,0.9653353529411766,-0.0022960084775697637,0.168677206495098,0.08127111856617653,0.007283861825980398,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_04uf,162,3,field_stabil,63,0.011126810314376545,0.7357730317460318,0.18337099999999998,0.753378380952381,0.8810195555555556,47,0.008300953726598375,0.7367540212765958,0.19158212765957447,0.9066131063829788,0.955278,52,0.009184033910279053,0.7367004615384616,0.19159623076923077,0.9194796923076923,0.9616451538461538,-0.0019427764040974918,0.16610131135531137,0.08062559829059823,0.00822523076923079,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1gp2,160,3,field_stabil,61,0.010773578240904275,0.7432432950819672,0.1701029344262295,0.7473960163934427,0.8813067049180328,43,0.007594489579653832,0.7467756046511628,0.17513913953488372,0.9018792093023256,0.9564841627906977,56,0.009890498057223597,0.7476005,0.17455091071428572,0.9116877857142857,0.9607752142857143,-0.0008830801836806779,0.164291769320843,0.07946850936768157,0.00444797628805621,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0obq,148,3,field_stabil,50,0.008830801836806783,0.74358382,0.17560386,0.7203906600000001,0.86469598,39,0.00688802543270929,0.7436861282051281,0.18579315384615386,0.9191614615384615,0.9581195384615384,59,0.010420346167432003,0.7446455254237289,0.18310735593220337,0.9008281355932203,0.9585553389830509,0.00158954433062522,0.1804374755932202,0.09385935898305087,0.007503495932203369,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0oc3,144,3,field_stabil,47,0.008300953726598375,0.7303833829787234,0.18966014893617023,0.7143907446808512,0.862582914893617,40,0.007064641469445425,0.73615225,0.197347025,0.911417875,0.956954975,57,0.010067114093959731,0.7349196666666667,0.19657770175438596,0.9106768421052631,0.9616862280701753,0.0017661603673613559,0.19628609742441194,0.0991033131765583,0.006917552818215739,anschlussfaehige_oberflaeche
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1o4z,138,3,field_stabil,47,0.008300953726598375,0.7440115957446808,0.169212085106383,0.7009816808510638,0.859128340425532,47,0.008300953726598375,0.7485870425531915,0.17540763829787234,0.9071929361702127,0.954624340425532,44,0.007771105616389968,0.74771625,0.17549161363636365,0.9157072727272727,0.9612810227272728,-0.0005298481102084069,0.21472559187620888,0.1021526823017408,0.006279528529980649,kernfamilie_mit_feldzeitverdichtung
DOGE,shuffle_2025_16992,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1u5i,137,3,field_stabil,44,0.007771105616389968,0.7572880227272727,0.14932775,0.6998207954545455,0.8582512727272728,43,0.007594489579653832,0.7658873953488372,0.15610388372093023,0.9065903255813954,0.9560676976744187,50,0.008830801836806783,0.76401946,0.15638923999999998,0.91012636,0.9624911,0.0010596962204168147,0.21030556454545457,0.10423982727272729,0.007061489999999976,kernfamilie_mit_feldzeitverdichtung
