group,token,world,segment,start_tick,end_tick,duration,direction,dominant_effect,dominant_awareness,dominant_family,perception_auditory_loudness,perception_auditory_softening,perception_visual_sharpness,perception_visual_blur,perception_focus_strength,perception_distance_need,perception_adapted_field_intake_pressure,rezeptor_visual_contact,rezeptor_auditory_contact,rezeptor_contact_pressure,mcm_rekopplung_quality,mcm_strain_quality,mcm_sensory_coupling,mcm_feldwirkung_mcm_coherence,mcm_feldwirkung_mcm_tension,mcm_feldwirkung_mcm_asymmetry
stable_bridge,dio_mcm_episode_1joiyc3,EXPANSION2023,4,130,295,166,seitwaerts,stabil,inner_effect_stable,dio_104t,0.208014,0.20827,0.669606,0.330394,0.645359,0.172993,0.105263,0.260638,0.208014,0.105263,0.691432,0.15237,0.849856,0.631802,0.105263,0.00657
stable_bridge,dio_mcm_episode_1joiyc3,EXPANSION2023,5,307,848,542,seitwaerts,stabil,inner_effect_stable,dio_104t,0.204275,0.203525,0.674492,0.325508,0.641668,0.170042,0.10359,0.239156,0.204275,0.10359,0.701246,0.150286,0.849834,0.623547,0.10359,-0.002055
stable_bridge,dio_mcm_episode_1joiyc3,KAS2024,1,51,53,3,seitwaerts,stabil,inner_effect_stable,dio_17ct,0.184832,0.167562,0.735029,0.264971,0.67673,0.138941,0.092366,0.262705,0.184832,0.092366,0.679869,0.153294,0.867,0.7382,0.092366,-0.117103
stable_bridge,dio_mcm_episode_1joiyc3,KAS2024,2,55,78,24,seitwaerts,stabil,inner_effect_stable,dio_0m9z,0.168203,0.167033,0.695491,0.304509,0.652154,0.144269,0.085928,0.214697,0.168203,0.085928,0.695097,0.139323,0.860543,0.656102,0.085928,-0.008163
stable_bridge,dio_mcm_episode_1joiyc3,KAS2024,3,112,113,2,seitwaerts,stabil,inner_effect_stable,dio_1pij,0.293536,0.263014,0.633657,0.366343,0.636017,0.197278,0.142082,0.2552,0.293536,0.142082,0.6665,0.176146,0.825763,0.627047,0.142082,-0.071824
stable_bridge,dio_mcm_episode_1joiyc3,KAS2024,4,162,179,18,seitwaerts,stabil,inner_effect_stable,dio_1lsu,0.215285,0.21228,0.661295,0.338705,0.645057,0.173546,0.107268,0.26032,0.215285,0.107268,0.690927,0.153201,0.846426,0.636859,0.107268,-0.007717
stable_bridge,dio_mcm_episode_1joiyc3,KAS2024,5,350,350,1,-,stabil,inner_effect_stable,dio_1uof,0.030883,0.112709,0.482288,0.517712,0.618111,0.187172,0.044472,0.404384,0.030883,0.044472,0.683504,0.14075,0.81318,0.484806,0.044472,-0.061739
stable_bridge,dio_mcm_episode_1joiyc3,KAS2024,6,352,352,1,-,tragend_unruhig,inner_effect_carried_unrest,dio_0m9z,0.190574,0.208544,0.551195,0.448805,0.626517,0.189269,0.106205,0.292407,0.190574,0.106205,0.696877,0.168409,0.812162,0.563985,0.106205,-0.008863
stable_bridge,dio_mcm_episode_1joiyc3,KAS2024,7,381,385,5,seitwaerts,tragend_unruhig,inner_effect_carried_unrest,dio_0g0b,0.334435,0.31597,0.637773,0.362227,0.618994,0.239539,0.155883,0.302271,0.334435,0.155883,0.667591,0.177668,0.821057,0.570435,0.155883,0.095576
stable_bridge,dio_mcm_episode_1joiyc3,KAS2024,8,387,387,1,-,stabil,inner_effect_stable,dio_0c76,0.464615,0.414743,0.672665,0.327335,0.628256,0.265425,0.216669,0.296818,0.464615,0.216669,0.638001,0.208035,0.824827,0.652718,0.216669,0.371195
stable_bridge,dio_mcm_episode_1joiyc3,KAS2024,9,389,1994,1606,seitwaerts,stabil,inner_effect_stable,dio_104t,0.213805,0.218534,0.641984,0.358016,0.640865,0.189313,0.108884,0.305228,0.213805,0.108884,0.694198,0.156284,0.837128,0.603569,0.108884,-0.001859
stable_bridge,dio_mcm_episode_1joiyc3,PAXG2024,1,757,927,171,seitwaerts,stabil,inner_effect_stable,dio_104t,0.168543,0.182757,0.639982,0.360018,0.638398,0.177098,0.092478,0.29071,0.168543,0.092478,0.701293,0.148426,0.849578,0.586333,0.092478,0.006265
stable_bridge,dio_mcm_episode_1joiyc3,QUIET2026,1,127,128,2,seitwaerts,stabil,inner_effect_stable,dio_0nlj,0.070795,0.105099,0.695804,0.304196,0.652374,0.125938,0.04481,0.228957,0.070795,0.04481,0.691055,0.130746,0.874295,0.625307,0.04481,0.016599
stable_bridge,dio_mcm_episode_1joiyc3,QUIET2026,2,133,153,21,seitwaerts,tragend_unruhig,inner_effect_carried_unrest,dio_1gp2,0.228271,0.2416,0.542721,0.457279,0.629518,0.23063,0.119498,0.427386,0.228271,0.119498,0.65792,0.179959,0.80381,0.535552,0.119498,-0.013773
stable_bridge,dio_mcm_episode_1joiyc3,QUIET2026,3,155,335,181,seitwaerts,stabil,inner_effect_stable,dio_0g2r,0.20904,0.226128,0.57484,0.42516,0.633816,0.22364,0.11113,0.42499,0.20904,0.11113,0.668006,0.168742,0.813455,0.544506,0.11113,-0.042837
stable_bridge,dio_mcm_episode_1joiyc3,QUIET2026,4,566,848,283,seitwaerts,stabil,inner_effect_stable,dio_0m9z,0.18398,0.198486,0.642334,0.357666,0.645754,0.182655,0.09716,0.323364,0.18398,0.09716,0.691059,0.151722,0.839528,0.606043,0.09716,0.003817
stable_bridge,dio_mcm_episode_1joiyc3,SOL2024,1,42,42,1,-,stabil,inner_effect_stable,dio_0l7p,0.064181,0.095651,0.62754,0.37246,0.645979,0.141338,0.042885,0.294046,0.064181,0.042885,0.704053,0.130885,0.841589,0.599298,0.042885,-0.015944
stable_bridge,dio_mcm_episode_1joiyc3,SOL2024,2,44,49,6,seitwaerts,tragend_unruhig,inner_effect_carried_unrest,dio_0v4v,0.217084,0.242173,0.553176,0.446824,0.627185,0.211329,0.112057,0.351015,0.217084,0.112057,0.655939,0.177725,0.820288,0.548432,0.112057,0.010857
stable_bridge,dio_mcm_episode_1joiyc3,SOL2024,3,51,51,1,-,stabil,inner_effect_stable,dio_1gp2,0.184201,0.159894,0.629934,0.370066,0.650617,0.180508,0.096813,0.359969,0.184201,0.096813,0.687642,0.140497,0.835095,0.544309,0.096813,-0.161354
stable_bridge,dio_mcm_episode_1joiyc3,SOL2024,4,54,1172,1119,seitwaerts,stabil,inner_effect_stable,dio_104t,0.20882,0.21502,0.643395,0.356605,0.641957,0.186846,0.10673,0.30404,0.20882,0.10673,0.688813,0.157066,0.837467,0.60686,0.10673,0.002573
stable_bridge,dio_mcm_episode_1joiyc3,STRESS2025,1,101,101,1,-,stabil,inner_effect_stable,dio_104t,0.139399,0.169976,0.651127,0.348873,0.649881,0.146568,0.071565,0.245081,0.139399,0.071565,0.708351,0.130443,0.856683,0.637981,0.071565,-0.061089
stable_bridge,dio_mcm_episode_1joiyc3,STRESS2025,2,103,835,733,seitwaerts,stabil,inner_effect_stable,dio_104t,0.213591,0.217054,0.659564,0.340436,0.642134,0.182251,0.108251,0.279027,0.213591,0.108251,0.689879,0.154877,0.842424,0.615192,0.108251,-0.003127
stable_bridge,dio_mcm_episode_1xx3u1e,EXPANSION2023,1,9605,9609,5,seitwaerts,stabil,inner_effect_stable,dio_0dd2,0.267238,0.248197,0.748675,0.251325,0.654104,0.170208,0.128307,0.207851,0.267238,0.128307,0.710784,0.151139,0.85755,0.711141,0.128307,0.061615
stable_bridge,dio_mcm_episode_1xx3u1e,EXPANSION2023,2,9611,9620,10,seitwaerts,stabil,inner_effect_stable,dio_0l7p,0.159895,0.178602,0.689542,0.310458,0.648441,0.153481,0.08349,0.234778,0.159895,0.08349,0.724448,0.13966,0.858273,0.63559,0.08349,-0.048052
stable_bridge,dio_mcm_episode_1xx3u1e,EXPANSION2023,3,9628,9628,1,-,stabil,inner_effect_stable,dio_07uk,0.223463,0.179397,0.758873,0.241127,0.687374,0.149442,0.11079,0.305103,0.223463,0.11079,0.730899,0.12827,0.898971,0.747885,0.11079,0.311278
stable_bridge,dio_mcm_episode_1xx3u1e,EXPANSION2023,4,9658,9726,69,seitwaerts,stabil,inner_effect_stable,dio_0l7p,0.185036,0.198297,0.666321,0.333679,0.64298,0.168967,0.094811,0.256125,0.185036,0.094811,0.718917,0.14472,0.851768,0.617816,0.094811,-0.01429
stable_bridge,dio_mcm_episode_1xx3u1e,EXPANSION2023,5,9730,9731,2,seitwaerts,stabil,inner_effect_stable,dio_1mwv,0.213981,0.173407,0.749701,0.250299,0.681153,0.135634,0.103671,0.24449,0.213981,0.103671,0.725492,0.136688,0.877636,0.786328,0.103671,-0.141028
stable_bridge,dio_mcm_episode_1xx3u1e,STRESS2025,1,8821,8823,3,seitwaerts,stabil,inner_effect_stable,dio_1fll,0.048959,0.070202,0.791164,0.208836,0.672252,0.084704,0.030952,0.147084,0.048959,0.030952,0.741864,0.108458,0.901369,0.723473,0.030952,-0.021589
stable_young_surface,dio_mcm_episode_0oc1i7g,SOL2024,1,1178,1178,1,-,stabil,inner_effect_stable,dio_1lsu,0.214957,0.174427,0.658323,0.341677,0.660329,0.158442,0.105032,0.28329,0.214957,0.105032,0.70175,0.150545,0.837206,0.637031,0.105032,0.086306
stable_young_surface,dio_mcm_episode_0q7j4gf,QUIET2026,1,6780,6780,1,-,tragend_unruhig,inner_effect_carried_unrest,dio_1id7,0.363357,0.440996,0.561647,0.438353,0.674007,0.26784,0.169381,0.54613,0.363357,0.169381,0.639947,0.205662,0.81652,0.757212,0.169381,-0.342944
stable_young_surface,dio_mcm_episode_0r1re19,QUIET2026,1,850,850,1,-,tragend_unruhig,inner_effect_carried_unrest,dio_1kd9,0.486572,0.376004,0.581604,0.418396,0.628508,0.288226,0.219674,0.430201,0.486572,0.219674,0.614693,0.24028,0.759031,0.630748,0.219674,0.148324
stable_young_surface,dio_mcm_episode_0sxikqi,QUIET2026,1,849,849,1,-,gespannt,inner_effect_strained,dio_0xvx,0.934893,0.73525,0.682457,0.317543,0.562278,0.466668,0.41182,0.366307,0.934893,0.41182,0.581177,0.335508,0.670603,0.497506,0.41182,0.683974
stable_young_surface,dio_mcm_episode_0tosxof,QUIET2026,1,4946,4946,1,-,stabil,inner_effect_stable,dio_17dc,0.290861,0.297004,0.718606,0.281394,0.630007,0.196601,0.14001,0.190522,0.290861,0.14001,0.712644,0.138892,0.876098,0.616697,0.14001,0.18926
stable_young_surface,dio_mcm_episode_0ultars,BTC2024,1,1181,1181,1,-,stabil,inner_effect_stable,dio_1oc2,0.277244,0.264274,0.651198,0.348802,0.672242,0.200177,0.134561,0.400687,0.277244,0.134561,0.697816,0.148896,0.855882,0.679401,0.134561,-0.29996
stable_young_surface,dio_mcm_episode_1aavr7r,EXPANSION2023,1,2476,2476,1,-,stabil,inner_effect_stable,dio_05ap,0.073606,0.066278,0.82498,0.17502,0.685864,0.082502,0.041327,0.167102,0.073606,0.041327,0.737833,0.113674,0.906702,0.776643,0.041327,-0.071282
stable_young_surface,dio_mcm_episode_1j0eqqb,EXPANSION2023,1,7530,7530,1,-,tragend_unruhig,inner_effect_carried_unrest,dio_1x3j,0.785298,0.618596,0.706171,0.293829,0.612413,0.381835,0.355213,0.369401,0.785298,0.355213,0.612193,0.268426,0.706393,0.62557,0.355213,0.63191
