symbol_family,origin_present_in,origin_xrp_events,origin_multi_events,origin_xrp_field,origin_multi_field,follow_events,follow_labels,follow_field,follow_reifung,follow_status,follow_mcm
dio_1t3l,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.468/0.128/0.697
dio_1t9w,xrp_only,6,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.382/0.248/0.612
dio_1v53,xrp_only,6,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.432/0.173/0.657
dio_1w1h,xrp_only,4,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.384/0.267/0.590
dio_1xqe,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.431/0.186/0.654
dio_1xwq,multi_only,0,3,-,offene_rekopplung,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.395/0.252/0.615
dio_1yjy,xrp_only,4,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.391/0.250/0.615
dio_0098,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_00lj,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_00no,multi_only,0,2,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_00u2,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_00x9,multi_only,0,4,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_01j1,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_01vn,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_01xz,multi_only,0,3,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_01y4,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0205,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_02cd,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_02dr,xrp_only,2,0,offener_feldkontakt,-,0,-,-,-,nicht_wiedergefunden,-
dio_02el,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_02i9,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_02v9,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0359,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_03c5,multi_only,0,4,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_03cg,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_03yt,multi_only,0,12,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_04fr,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_04me,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0503,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_057b,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_05pu,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_05st,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_05tv,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_05u1,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_05vd,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_06qf,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_06rz,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_06si,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_06ve,xrp_only,6,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_06zw,multi_only,0,4,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_07lx,xrp_only,10,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_07o2,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_07pt,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_07r3,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_07uj,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_07zd,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_089z,xrp_only,6,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_08c7,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_08p5,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_08qd,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_08ty,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_08uj,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_08uz,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_09yl,multi_only,0,4,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0a52,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0ag7,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0bah,multi_only,0,1,-,offener_feldkontakt,0,-,-,-,nicht_wiedergefunden,-
dio_0c49,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0clf,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0co4,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0cw9,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0dn9,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0dwq,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0e01,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0esh,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0f38,multi_only,0,4,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0fpd,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0fx6,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0g0j,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0g3j,xrp_only,6,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0g5v,multi_only,0,5,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0g8t,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0gzb,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0h77,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0hcc,multi_only,0,2,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0i8y,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0idr,multi_only,0,5,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0ja6,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0jas,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0jcz,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0jh6,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0jk1,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0jpq,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0jrg,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0k6o,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0kfz,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0kuz,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0l52,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0l74,xrp_only,6,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0li1,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0lli,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0lv3,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0mhk,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0mxd,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0n5v,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0n8b,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0n8f,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0ni0,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0nic,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0nsc,multi_only,0,4,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0nux,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0o7b,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0odc,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0ofe,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0ohi,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0oln,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0oox,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0oyw,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0pdw,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0pyp,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0q28,multi_only,0,2,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0qn8,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0qxw,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0qyp,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0r9n,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0raa,multi_only,0,7,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0ril,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0rjp,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0rzl,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0s4i,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0seb,multi_only,0,6,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0t69,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0tc2,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0tq7,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0ty0,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0ua0,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0udb,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0unz,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0uqb,multi_only,0,9,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0vfj,multi_only,0,3,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0vjv,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0vm1,xrp_only,10,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0wc0,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0we0,multi_only,0,2,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0whw,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0x1u,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0x7g,multi_only,0,9,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0xly,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0y0j,xrp_only,2,0,offener_feldkontakt,-,0,-,-,-,nicht_wiedergefunden,-
dio_0y66,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0y9j,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0ygi,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0ygv,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0z8e,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0zc3,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_0zdk,multi_only,0,9,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0zq5,multi_only,0,9,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_0zym,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1093,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_10cc,xrp_only,4,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_10g4,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_10tr,xrp_only,6,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_11i8,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_11it,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_11w0,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_124s,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_12sv,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_12vg,multi_only,0,1,-,spannungsnahe_oeffnung,0,-,-,-,nicht_wiedergefunden,-
dio_12z9,multi_only,0,7,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_138t,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_13fy,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_13h3,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_13l3,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_13x6,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_13y8,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_140e,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_14fv,multi_only,0,16,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_14qs,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_14v1,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_151g,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_15ud,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_15wf,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_161d,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_16di,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_16ho,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_16i6,multi_only,0,15,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_16oz,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_16sk,multi_only,0,5,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_172i,xrp_only,6,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_17rn,multi_only,0,26,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_17x3,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_17xs,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_183u,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_18z7,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_19mk,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_19o7,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_19t8,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_19v1,multi_only,0,4,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_19yp,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1a9j,xrp_only,2,0,offener_feldkontakt,-,0,-,-,-,nicht_wiedergefunden,-
dio_1an2,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1b44,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1bmy,multi_only,0,4,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1bnp,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1bsw,multi_only,0,3,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1ce5,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1ckv,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1csq,xrp_only,8,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1d3j,multi_only,0,1,-,spannungsnahe_oeffnung,0,-,-,-,nicht_wiedergefunden,-
dio_1d4x,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1d80,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1dis,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1dun,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1dvu,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1dym,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1ex1,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1f0h,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1f3a,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1ff8,xrp_only,8,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1ffm,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1ffn,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1fnu,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1foq,multi_only,0,13,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1fyc,xrp_only,6,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1g7k,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1gpl,xrp_only,4,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1grc,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1gzy,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1hcm,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1he3,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1hwl,multi_only,0,8,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1i0l,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1ixa,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1j7p,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1jh7,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1jll,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1jp3,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1jqt,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1k4b,xrp_only,6,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1k4l,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1kbk,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1kbr,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1knn,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1kuk,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1l4d,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1l5v,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1l7j,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1la9,xrp_only,4,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1lf0,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1liv,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1loy,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1lph,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1lqa,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1lus,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1m2t,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1mkq,xrp_only,6,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1mr6,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1mu9,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1n7d,xrp_only,6,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1nuc,multi_only,0,27,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1o4h,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1o7h,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1obv,multi_only,0,2,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1of5,multi_only,0,4,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1ofr,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1oh8,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1okb,multi_only,0,1,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1okj,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1ox6,multi_only,0,4,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1p2k,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1pgm,xrp_only,2,0,tragende_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1pod,xrp_only,2,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1pol,multi_only,0,2,-,offene_rekopplung,0,-,-,-,nicht_wiedergefunden,-
dio_1q0c,xrp_only,2,0,spannungsnahe_oeffnung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1qp8,xrp_only,4,0,offene_rekopplung,-,0,-,-,-,nicht_wiedergefunden,-
dio_1qto,multi_only,0,1,-,tragende_rekopplung,0,-,-,-,nicht_wiedergefunden,-
