world,source,start_tick,end_tick,passive_role_near,rekopplung_level,carry_level,strain_level,sensory_level,visual_gap_level,hearing_gap_level,sensory_delta,rekopplung_delta,strain_delta_next,rekopplung_delta_next,preview_carry_next,preview,family,effect_class,passive_only,influences_action
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5301,5400,keine_naehe,mid,mid,mid,mid,mid,mid,-0.009247,-0.005177,-0.002221,0.005439,0,dio_mcm_episode_077r0df,dio_155c,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5401,5500,mischrolle_brueckennaehe_entlastungsnaehe,mid,mid,mid,mid,mid,mid,0.007367,0.005439,-0.001077,-0.000256,0,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5501,5600,brueckennaehe,mid,mid,mid,high,low,high,0.002238,-0.000256,0.007902,-0.006312,0,dio_mcm_episode_0ykar6i,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5601,5700,keine_naehe,mid,mid,high,mid,low,high,-0.00957,-0.006312,0.003934,-0.021906,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5701,5800,keine_naehe,low,low,high,low,high,low,-0.020532,-0.021906,0.000145,0.014163,1,dio_mcm_episode_0b7nep9,dio_0pnb,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5801,5900,keine_naehe,low,low,high,low,high,high,0.007025,0.014163,-0.001958,0.002364,1,dio_mcm_episode_0b7nep9,dio_12fw,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5901,6000,keine_naehe,low,low,high,low,high,high,-0.001719,0.002364,-0.001719,0.003154,1,dio_mcm_episode_0b7nep9,dio_0h9h,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6001,6100,keine_naehe,low,mid,high,low,high,high,0.003683,0.003154,0.00087,-0.001424,1,dio_mcm_episode_0b7nep9,dio_155c,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6101,6200,keine_naehe,low,mid,high,low,high,high,-0.00192,-0.001424,0.000842,-0.009277,1,dio_mcm_episode_0b7nep9,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6201,6300,keine_naehe,low,low,high,low,high,mid,-0.001524,-0.009277,-0.009139,0.019315,1,dio_mcm_episode_0b7nep9,dio_0om4,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6301,6400,brueckennaehe,mid,mid,mid,mid,high,low,0.015003,0.019315,0.006356,-0.012385,0,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6401,6500,keine_naehe,low,low,high,low,high,low,-0.016471,-0.012385,-0.003631,0.008086,1,dio_mcm_episode_0e7qvj1,dio_1kpz,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6501,6600,keine_naehe,mid,mid,mid,low,high,low,0.009392,0.008086,0.002519,-0.000124,1,dio_mcm_episode_0e7qvj1,dio_00ja,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6601,6700,keine_naehe,mid,mid,high,low,mid,high,0.006013,-0.000124,-0.005412,0.004951,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6701,6800,brueckennaehe,mid,high,mid,mid,mid,low,0.003545,0.004951,-0.005233,0.002781,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6801,6900,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,mid,mid,low,0.003724,0.002781,0.00192,0.00181,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6901,7000,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.005886,0.00181,0.003235,-0.005774,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7001,7100,keine_naehe,mid,mid,mid,mid,mid,mid,-0.005121,-0.005774,-0.006121,0.007428,1,dio_mcm_episode_0e7qvj1,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7101,7200,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.009285,0.007428,5.5e-05,-0.00056,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7201,7300,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.001932,-0.00056,0.002631,-0.001509,0,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7301,7400,zentrumsnaehe,high,high,low,high,mid,low,-0.007819,-0.001509,-0.000155,0.002308,0,dio_mcm_episode_18l3thm,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7401,7500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.00468,0.002308,-0.000741,-0.000751,1,dio_mcm_episode_14coypf,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7501,7600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.001802,-0.000751,-0.004471,0.004062,1,dio_mcm_episode_14coypf,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7601,7700,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.004641,0.004062,0.011082,-0.009798,1,dio_mcm_episode_14coypf,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7701,7800,keine_naehe,mid,mid,mid,mid,low,high,-0.014375,-0.009798,-0.002578,0.002423,1,dio_mcm_episode_14coypf,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7801,7900,brueckennaehe,high,high,mid,mid,low,high,0.001543,0.002423,0.0043,-0.003084,1,dio_mcm_episode_14coypf,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7901,8000,keine_naehe,mid,high,high,low,mid,high,-0.009193,-0.003084,-0.006579,0.005538,1,dio_mcm_episode_14coypf,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8001,8100,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.009934,0.005538,0.003284,-0.006267,1,dio_mcm_episode_14coypf,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8101,8200,keine_naehe,mid,mid,mid,mid,mid,mid,-0.003836,-0.006267,0.004981,-0.010414,0,dio_mcm_episode_14coypf,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8201,8300,keine_naehe,low,low,high,low,high,low,-0.02125,-0.010414,-0.009629,0.017376,0,dio_mcm_episode_0mji3u6,dio_0oc3,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8301,8400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.028891,0.017376,0.002835,-0.002295,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8401,8500,keine_naehe,high,high,mid,mid,low,mid,-0.00458,-0.002295,0.001817,-0.002056,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8501,8600,keine_naehe,mid,high,mid,mid,mid,mid,-0.004289,-0.002056,-0.001363,0.000982,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8601,8700,keine_naehe,high,high,mid,mid,mid,mid,-7e-05,0.000982,-0.001229,0.000429,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8701,8800,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,mid,low,mid,0.004866,0.000429,0.009344,-0.009155,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8801,8900,keine_naehe,mid,mid,high,low,high,high,-0.016391,-0.009155,-0.008455,0.009908,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8901,9000,brueckennaehe,high,high,mid,mid,mid,low,0.012756,0.009908,0.001104,0.001406,0,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9001,9100,mischrolle_brueckennaehe_entlastungsnaehe,high,high,mid,mid,low,high,0.003454,0.001406,-0.001476,-0.000805,1,dio_mcm_episode_1jwnjz4,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9101,9200,brueckennaehe,high,high,mid,high,low,mid,0.00036,-0.000805,-0.003479,0.003605,1,dio_mcm_episode_1jwnjz4,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9201,9300,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.007925,0.003605,0.000141,0.000784,1,dio_mcm_episode_1jwnjz4,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9301,9400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.001308,0.000784,-0.000873,0.00045,1,dio_mcm_episode_1jwnjz4,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9401,9500,zentrumsnaehe,high,high,low,high,low,low,-0.001001,0.00045,0.001737,-0.00444,0,dio_mcm_episode_1jwnjz4,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9501,9600,zentrumsnaehe,high,high,low,high,low,high,-0.001313,-0.00444,0.001629,-0.000344,1,dio_mcm_episode_14coypf,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9601,9700,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,high,0.003086,-0.000344,-0.001196,-0.000374,1,dio_mcm_episode_14coypf,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9701,9800,zentrumsnaehe,high,high,low,high,low,high,-0.002622,-0.000374,0.001611,0.002981,1,dio_mcm_episode_14coypf,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9801,9900,zentrumsnaehe,high,high,low,high,low,high,-0.000911,0.002981,-4.8e-05,-0.002985,1,dio_mcm_episode_14coypf,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9901,9994,zentrumsnaehe,high,high,low,high,low,high,0.000116,-0.002985,0.0,0.0,0,dio_mcm_episode_14coypf,dio_0l7p,stabil,1,0
